cntry,att_label,att_norm,vote_label,vote_norm,rule,same
PL,Unia Wolności,unia wolnosci,Unia Wolności,unia wolnosci,exact,TRUE
PL,Krajowa Partia Emerytow i Rencistow,krajowa partia emerytow i rencistow,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Sojusz Lewicy Demokratycznej/Unia Pracy,sojusz lewicy demokratycznej unia pracy,none,FALSE
PL,Liga Polskich Rodzin,liga polskich rodzin,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Demokratyczna Partia Lewicy,demokratyczna partia lewicy,Sojusz Lewicy Demokratycznej/Unia Pracy,sojusz lewicy demokratycznej unia pracy,none,FALSE
PL,Unia Wolności,unia wolnosci,Sojusz Lewicy Demokratycznej/Unia Pracy,sojusz lewicy demokratycznej unia pracy,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Liga Polskich Rodzin,liga polskich rodzin,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Samoobrona Rzeczypospolitej Polskiej,samoobrona rzeczypospolitej polskiej,none,FALSE
PL,Unia Wolności,unia wolnosci,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Samoobrona Rzeczypospolitej Polskiej,samoobrona rzeczypospolitej polskiej,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Unia Wolności,unia wolnosci,none,FALSE
PL,Unia Pracy,unia pracy,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,Liga Polskich Rodzin,liga polskich rodzin,none,FALSE
PL,Konfederacja Wolność i Niepodległość,konfederacja wolnosc i niepodleglosc,Konfederacja Wolność i Niepodległość,konfederacja wolnosc i niepodleglosc,exact,TRUE
PL,Polska 2050,polska 2050,Trzecia Droga,trzecia droga,none,FALSE
PL,Lewica Razem,lewica razem,Nowa Lewica,nowa lewica,none,FALSE
PL,Konfederacja Wolność i Niepodległość,konfederacja wolnosc i niepodleglosc,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Nowa Lewica,nowa lewica,Trzecia Droga,trzecia droga,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Trzecia Droga,trzecia droga,none,FALSE
PL,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,Trzecia Droga,trzecia droga,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Trzecia Droga,trzecia droga,none,FALSE
PL,Nowa Lewica,nowa lewica,Nowa Lewica,nowa lewica,exact,TRUE
PL,Konfederacja Wolność i Niepodległość,konfederacja wolnosc i niepodleglosc,Trzecia Droga,trzecia droga,none,FALSE
PL,Suwerenna Polska,suwerenna polska,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Konfederacja Wolność i Niepodległość,konfederacja wolnosc i niepodleglosc,Koalicja Obywatelska,koalicja obywatelska,none,FALSE
PL,Lewica Razem,lewica razem,Koalicja Obywatelska,koalicja obywatelska,none,FALSE
PL,Polska 2050,polska 2050,Koalicja Obywatelska,koalicja obywatelska,none,FALSE
PL,Suwerenna Polska,suwerenna polska,Trzecia Droga,trzecia droga,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Nowa Lewica,nowa lewica,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,exact,TRUE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,none,FALSE
PL,Partia Demokratyczna demokraci.pl,partia demokratyczna demokraci pl,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Socjaldemokracja Polska,socjaldemokracja polska,exact,TRUE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Platforma Janusza Korwin-Mikke,platforma janusza korwin mikke,Liga Polskich Rodzin,liga polskich rodzin,none,FALSE
PL,Partia Demokratyczna demokraci.pl,partia demokratyczna demokraci pl,Partia Demokratyczna demokraci.pl,partia demokratyczna demokraci pl,exact,TRUE
PL,Platforma Obywatelska,platforma obywatelska,Partia Demokratyczna demokraci.pl,partia demokratyczna demokraci pl,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Dom Ojczysty,dom ojczysty,none,FALSE
PL,Platforma Janusza Korwin-Mikke,platforma janusza korwin mikke,Platforma Janusza Korwin-Mikke,platforma janusza korwin mikke,exact,TRUE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Lewica i Demokraci,lewica i demokraci,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Lewica i Demokraci,lewica i demokraci,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Lewica i Demokraci,lewica i demokraci,none,FALSE
PL,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Lewica i Demokraci,lewica i demokraci,none,FALSE
PL,Stronnictwo Demokratyczne,stronnictwo demokratyczne,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Stronnictwo Demokratyczne,stronnictwo demokratyczne,Lewica i Demokraci,lewica i demokraci,none,FALSE
PL,Krajowa Partia Emerytow i Rencistow,krajowa partia emerytow i rencistow,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Partia Demokratyczna – demokraci.pl,partia demokratyczna demokraci pl,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Socjaldemokracja Polska,socjaldemokracja polska,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Prawica Rzeczpospolitej,prawica rzeczpospolitej,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Nowa Prawica,nowa prawica,Nowa Prawica,nowa prawica,exact,TRUE
PL,Platforma Obywatelska,platforma obywatelska,Ruch Palikota,ruch palikota,none,FALSE
PL,Nowa Prawica,nowa prawica,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Ruch Palikota,ruch palikota,none,FALSE
PL,Ruch Palikota,ruch palikota,Ruch Palikota,ruch palikota,exact,TRUE
PL,Ruch Palikota,ruch palikota,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Ruch Palikota,ruch palikota,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Polska Jest Najważniejsza,polska jest najwazniejsza,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Solidarna Polska,solidarna polska,Polska Partia Pracy – Sierpień '80,polska partia pracy sierpien 80,none,FALSE
PL,Nowa Prawica,nowa prawica,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Ruch Narodowy,ruch narodowy,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Polska Jest Najważniejsza,polska jest najwazniejsza,none,FALSE
PL,Twoj Ruch,twoj ruch,Ruch Palikota,ruch palikota,none,FALSE
PL,Kukiz'15,kukiz 15,Kukiz'15,kukiz 15,exact,TRUE
PL,Nowoczesna,nowoczesna,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,KORWiN,korwin,KORWiN,korwin,exact,TRUE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,Nowoczesna,nowoczesna,Nowoczesna,nowoczesna,exact,TRUE
PL,Nowoczesna,nowoczesna,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,none,FALSE
PL,Razem,razem,Razem,razem,exact,TRUE
PL,Nowoczesna,nowoczesna,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Kukiz'15,kukiz 15,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Nowoczesna,nowoczesna,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Razem,razem,none,FALSE
PL,Prawo i Sprawiedliwość,prawo i sprawiedliwosc,Kukiz'15,kukiz 15,none,FALSE
PL,Kukiz'15,kukiz 15,KORWiN,korwin,none,FALSE
PL,Razem,razem,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Razem,razem,Nowoczesna,nowoczesna,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,Razem,razem,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,Nowoczesna,nowoczesna,Razem,razem,none,FALSE
PL,Kukiz'15,kukiz 15,Platforma Obywatelska,platforma obywatelska,none,FALSE
PL,Razem,razem,Kukiz'15,kukiz 15,none,FALSE
PL,Nowoczesna,nowoczesna,KORWiN,korwin,none,FALSE
PL,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,Zjednoczona Lewica,zjednoczona lewica,none,FALSE
PL,Wolnosc,wolnosc,KORWiN,korwin,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Nowoczesna,nowoczesna,none,FALSE
PL,Sojusz Lewicy Demokratycznej,sojusz lewicy demokratycznej,Razem,razem,none,FALSE
PL,Polskie Stronnictwo Ludowe,polskie stronnictwo ludowe,Nowoczesna,nowoczesna,none,FALSE
PL,Platforma Obywatelska,platforma obywatelska,Kukiz'15,kukiz 15,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PS - Partido Socialista,ps partido socialista,exact,TRUE
PT,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,exact,TRUE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,B.E. - Bloco de Esquerda,b e bloco de esquerda,exact,TRUE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PSD - Partido Social Democrata,psd partido social democrata,PSD - Partido Social Democrata,psd partido social democrata,exact,TRUE
PT,PS - Partido Socialista,ps partido socialista,CDS/PP - Centro Democrático Social / Partido Popular,cds pp centro democratico social partido popular,none,FALSE
PT,CDS/PP - Centro Democrático Social / Partido Popular,cds pp centro democratico social partido popular,CDS/PP - Centro Democrático Social / Partido Popular,cds pp centro democratico social partido popular,exact,TRUE
PT,PSD - Partido Social Democrata,psd partido social democrata,CDS/PP - Centro Democrático Social / Partido Popular,cds pp centro democratico social partido popular,none,FALSE
PT,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,CDS/PP - Centro Democrático Social / Partido Popular,cds pp centro democratico social partido popular,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,none,FALSE
PT,PSD - Partido Social Democrata,psd partido social democrata,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,none,FALSE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,B.E. - Bloco de Esquerda,b e bloco de esquerda,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,pctp mrpp partido comunista dos trabalhadores po,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PCP- Partido Comunista Português,pcp partido comunista portugues,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,acronym,TRUE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,exact,TRUE
PT,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,exact,TRUE
PT,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,L - LIVRE,l livre,L - LIVRE,l livre,exact,TRUE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,none,FALSE
PT,PCP- Partido Comunista Português,pcp partido comunista portugues,L - LIVRE,l livre,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,none,FALSE
PT,CHEGA,chega,CHEGA,chega,exact,TRUE
PT,PAN - Pessoas-Animais-Natureza,pan pessoas animais natureza,PAN - Pessoas-Animais-Natureza,pan pessoas animais natureza,exact,TRUE
PT,PCP- Partido Comunista Português,pcp partido comunista portugues,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Portugueses,pctp mrpp partido comunista dos trabalhadores portugueses,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,IL - Iniciativa Liberal,il iniciativa liberal,exact,TRUE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,R.I.R. - Reagir Incluir Reciclar,r i r reagir incluir reciclar,none,FALSE
PT,CHEGA,chega,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,none,FALSE
PT,PAN - Pessoas-Animais-Natureza,pan pessoas animais natureza,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,PPV/CDC - Partido Cidadania e Democracia Cristã,ppv cdc partido cidadania e democracia crista,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,CHEGA,chega,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,CHEGA,chega,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,B.E. - Bloco de Esquerda,b e bloco de esquerda,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,CDS-PP - CDS-Partido Popular,cds pp cds partido popular,none,FALSE
PT,CHEGA,chega,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PAN - Pessoas-Animais-Natureza,pan pessoas animais natureza,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,pctp mrpp partido comunista dos trabalhadores po,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,pctp mrpp partido comunista dos trabalhadores po,exact,TRUE
PT,PCP- Partido Comunista Português,pcp partido comunista portugues,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,acronym,TRUE
PT,PPM - Partido Popular Monárquico,ppm partido popular monarquico,PPM - Partido Popular Monárquico,ppm partido popular monarquico,exact,TRUE
PT,P.H. - Partido Humanista,p h partido humanista,P.H. - Partido Humanista,p h partido humanista,exact,TRUE
PT,MPT - Movimento Partido da Terra,mpt movimento partido da terra,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Po,pctp mrpp partido comunista dos trabalhadores po,PCP/PEV - Partido Comunista Português Partido Ecolo,pcp pev partido comunista portugues partido ecolo,none,FALSE
PT,B.E. - Bloco de Esquerda,b e bloco de esquerda,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,IL - Iniciativa Liberal,il iniciativa liberal,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Portugueses,pctp mrpp partido comunista dos trabalhadores portugueses,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,none,FALSE
PT,L - LIVRE,l livre,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,CHEGA,chega,none,FALSE
PT,PCP- Partido Comunista Português,pcp partido comunista portugues,PCTP/MRPP - Partido Comunista dos Trabalhadores Portugueses,pctp mrpp partido comunista dos trabalhadores portugueses,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,MAS - Movimento Alternativa Socialista,mas movimento alternativa socialista,none,FALSE
PT,IL - Iniciativa Liberal,il iniciativa liberal,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,MPT - Partido da Terra,mpt partido da terra,MPT - Partido da Terra,mpt partido da terra,exact,TRUE
PT,VP – Volt Portugal,vp volt portugal,VP – Volt Portugal,vp volt portugal,exact,TRUE
PT,CHEGA,chega,L - LIVRE,l livre,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,L - LIVRE,l livre,none,FALSE
PT,L - LIVRE,l livre,B.E. - Bloco de Esquerda,b e bloco de esquerda,none,FALSE
PT,L - LIVRE,l livre,PCP-PEV - CDU - Coligação Democrática Unitária,pcp pev cdu coligacao democratica unitaria,none,FALSE
PT,CHEGA,chega,B.E. - Bloco de Esquerda,b e bloco de esquerda,none,FALSE
PT,CHEGA,chega,"NC - Nós, Cidadãos!",nc nos cidadaos,none,FALSE
PT,CHEGA,chega,ADN - Alternativa Democrática Nacional,adn alternativa democratica nacional,none,FALSE
PT,PPD/PSD - Partido Social Democrata,ppd psd partido social democrata,IL - Iniciativa Liberal,il iniciativa liberal,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PAN - Pessoas-Animais-Natureza,pan pessoas animais natureza,none,FALSE
PT,PCTP/MRPP - Partido Comunista dos Trabalhadores Portugueses,pctp mrpp partido comunista dos trabalhadores portugueses,PCTP/MRPP - Partido Comunista dos Trabalhadores Portugueses,pctp mrpp partido comunista dos trabalhadores portugueses,exact,TRUE
PT,BE - Bloco de Esquerda,be bloco de esquerda,BE - Bloco de Esquerda,be bloco de esquerda,exact,TRUE
PT,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,exact,TRUE
PT,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,none,FALSE
PT,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,exact,TRUE
PT,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,exact,TRUE
PT,PS - Partido Socialista,ps partido socialista,BE - Bloco de Esquerda,be bloco de esquerda,none,FALSE
PT,PSD - Partido Social Democrata,psd partido social democrata,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,none,FALSE
PT,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,BE - Bloco de Esquerda,be bloco de esquerda,none,FALSE
PT,BE - Bloco de Esquerda,be bloco de esquerda,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,POUS - Partido Operário de Unidade Socialista,pous partido operario de unidade socialista,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,PSD - Partido Social Democrata,psd partido social democrata,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,none,FALSE
PT,PND - Partido da Nova Democracia,pnd partido da nova democracia,BE - Bloco de Esquerda,be bloco de esquerda,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,none,FALSE
PT,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,none,FALSE
PT,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,none,FALSE
PT,BE - Bloco de Esquerda,be bloco de esquerda,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,none,FALSE
PT,Outro,outro,PS - Partido Socialista,ps partido socialista,none,FALSE
PT,PS - Partido Socialista,ps partido socialista,PND - Partido da Nova Democracia,pnd partido da nova democracia,none,FALSE
PT,BE - Bloco de Esquerda,be bloco de esquerda,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,none,FALSE
PT,BE - Bloco de Esquerda,be bloco de esquerda,PSD - Partido Social Democrata,psd partido social democrata,none,FALSE
PT,CDS/PP - Centro Democrático Social/Partido Popular,cds pp centro democratico social partido popular,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,none,FALSE
PT,PND - Partido da Nova Democracia,pnd partido da nova democracia,PND - Partido da Nova Democracia,pnd partido da nova democracia,exact,TRUE
PT,PCP-PEV - Partido Comunista Português - Partido Ecologista os Verdes,pcp pev partido comunista portugues partido ecologista os verdes,BE - Bloco de Esquerda,be bloco de esquerda,none,FALSE
PT,BE - Bloco de Esquerda,be bloco de esquerda,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,none,FALSE
PT,PCTP-MRPP - Partido Comunista dos Trabalhadores Portugueses - Movimento Reorganizativo do Proletariado Português,pctp mrpp partido comunista dos trabalhadores portugueses movimento reorganizativo do proletariado portugues,PNR - Partido Nacional Renovador,pnr partido nacional renovador,none,FALSE
PT,Partido Social Democrata (PSD),partido social democrata psd,Partido Social Democrata (PSD),partido social democrata psd,exact,TRUE
PT,Partido Socialista (PS),partido socialista ps,Partido Socialista (PS),partido socialista ps,exact,TRUE
PT,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,exact,TRUE
PT,Partido Socialista (PS),partido socialista ps,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,none,FALSE
PT,Bloco de Esquerda (BE),bloco de esquerda be,Bloco de Esquerda (BE),bloco de esquerda be,exact,TRUE
PT,Centro Democrático Social - Partido Popular (CDS-PP),centro democratico social partido popular cds pp,Centro Democrático Social - Partido Popular (CDS-PP),centro democratico social partido popular cds pp,exact,TRUE
PT,Partido Socialista (PS),partido socialista ps,Centro Democrático Social - Partido Popular (CDS-PP),centro democratico social partido popular cds pp,none,FALSE
PT,Bloco de Esquerda (BE),bloco de esquerda be,Partido Socialista (PS),partido socialista ps,none,FALSE
PT,Partido Socialista (PS),partido socialista ps,Partido Social Democrata (PSD),partido social democrata psd,none,FALSE
PT,Partido Socialista (PS),partido socialista ps,Bloco de Esquerda (BE),bloco de esquerda be,none,FALSE
PT,Partido Comunista dos Trabalhadores Portugueses/Movimento Reorganizativo do Partido do Proletariado (PCTP-MRPP),partido comunista dos trabalhadores portugueses movimento reorganizativo do partido do proletariado pctp mrpp,Partido Comunista dos Trabalhadores Portugueses/Movimento Reorganizativo do Partido do Proletariado (PCTP-MRPP),partido comunista dos trabalhadores portugueses movimento reorganizativo do partido do proletariado pctp mrpp,exact,TRUE
PT,Partido Social Democrata (PSD),partido social democrata psd,Partido Socialista (PS),partido socialista ps,none,FALSE
PT,Centro Democrático Social - Partido Popular (CDS-PP),centro democratico social partido popular cds pp,Partido Social Democrata (PSD),partido social democrata psd,none,FALSE
PT,Bloco de Esquerda (BE),bloco de esquerda be,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,none,FALSE
PT,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,Partido Social Democrata (PSD),partido social democrata psd,none,FALSE
PT,Outro,outro,Outro,outro,exact,TRUE
PT,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,Bloco de Esquerda (BE),bloco de esquerda be,none,FALSE
PT,CDU – Coligação Democrática Unitária (PCP-PEV),cdu coligacao democratica unitaria pcp pev,Coligação Democrática Unitária (CDU),coligacao democratica unitaria cdu,acronym,TRUE
PT,Partido Social Democrata (PPD/PSD),partido social democrata ppd psd,Partido Social Democrata (PSD),partido social democrata psd,acronym,TRUE
PT,Outro,outro,Bloco de Esquerda (BE),bloco de esquerda be,none,FALSE
PT,Bloco de Esquerda (BE),bloco de esquerda be,Partido Social Democrata (PSD),partido social democrata psd,none,FALSE
PT,Partido Social Democrata (PPD/PSD),partido social democrata ppd psd,Outro,outro,none,FALSE
PT,Partido Social Democrata (PPD/PSD),partido social democrata ppd psd,Partido Socialista (PS),partido socialista ps,none,FALSE
